ID;Venta;Campana;Edad;Masculino;Capital;Oferta;NSE;Actividad;Empleador;Jubilado;Cant_bcos;Monto_Bcos;Banc_12m;Banc_13_24;Banco_1
3688;0;1;50;1;0;108100;C2;Autonomo;0;0;1;65000;4;1;Mutual
3689;0;1;50;1;0;144500;C1;Autonomo;0;0;0;0;1;12;0
3691;0;1;51;1;0;213000;C1;Empleado;0;0;1;86000;4;0;ICBC
3692;1;1;51;1;0;66700;C2;Monotributo C;0;0;1;97000;10;5;Bco Macro
3693;0;1;51;1;1;213000;C1;Empleado;0;0;1;76000;4;4;Bco Santander Rio
3694;1;1;51;1;1;108100;C2;Autonomo;0;0;1;18000;11;12;Bco Santander Rio
3695;1;1;51;1;0;34300;D1;Empleado;0;0;1;14000;11;12;Retail
3696;1;1;51;1;1;213000;C1;Autonomo;0;0;1;566000;11;12;Bco Macro
3701;0;1;51;1;1;73500;C2;Empleado;0;0;0;0;5;12;0
3702;0;1;51;1;1;89100;C2;Informal;0;0;1;21000;10;12;Naranja
3703;0;1;51;1;0;144500;C1;Empleado;0;0;1;47000;11;12;Bco Patagonia
3706;0;1;50;1;1;37700;C2;Informal;0;0;0;0;0;0;0
3707;1;1;50;1;0;329900;B;Empleado;0;0;1;337000;11;12;Bco Macro
3708;1;1;51;1;0;50000;C2;Monotributo B;0;0;1;67000;10;12;Naranja
3709;0;1;51;1;0;63600;C3;Empleado;0;0;1;76000;10;12;Naranja
3710;1;1;51;1;0;213000;B;Monotributo H;0;0;0;0;0;0;0
3711;0;1;50;1;0;52500;C3;Empleado;0;0;0;0;0;0;0
3712;0;1;50;1;0;63600;C3;Empleado;0;0;0;0;0;0;0
3713;0;1;51;1;1;108100;C2;Autonomo;0;0;0;0;0;1;0
3714;0;1;51;1;0;89100;C2;Autonomo;0;0;0;0;0;0;0
3715;0;1;51;1;0;108100;C2;Autonomo;0;0;1;32000;11;12;Bco Macro
3716;1;1;51;1;0;52500;C3;Empleado;0;0;0;0;0;0;0
3717;1;1;51;1;0;213000;B;Autonomo;0;0;0;0;1;12;0
3718;0;1;51;1;0;213000;C1;Empleado;0;0;1;17000;9;12;Naranja
3719;1;1;51;1;0;167100;C1;Monotributo F;0;0;0;0;1;11;0
3720;0;1;51;1;0;213000;C1;Autonomo;0;0;0;0;0;0;0
3721;0;1;51;1;1;34300;D1;Informal;0;0;1;66000;11;12;Bco Macro
3722;0;1;51;1;0;213000;C1;Empleado;0;0;1;1000;10;8;Bco Macro
3723;0;1;51;1;0;63600;C3;Empleado;0;0;1;25000;10;12;Naranja
3725;0;1;50;1;0;89100;C2;Empleado;0;0;1;5000;6;7;Bco Santander Rio
3726;0;1;51;1;0;108100;C2;Autonomo;0;0;0;0;0;0;0
3727;1;1;51;1;0;37700;C3;Monotributo B;0;0;0;0;0;0;0
3728;0;1;51;1;0;329900;B;Autonomo;0;0;1;205000;11;12;Bco Macro
3729;0;1;51;1;0;213000;C1;Autonomo;0;0;1;153000;11;12;BBVA SA
3730;0;1;51;1;0;108100;C2;Autonomo;0;0;0;0;0;0;0
3731;0;1;50;1;0;108100;C2;Autonomo;0;0;0;0;0;0;0
3732;0;1;50;1;0;63600;C3;Empleado;0;0;0;0;0;0;0
3733;0;1;51;1;0;108100;C2;Autonomo;0;0;1;39000;10;12;Naranja
3734;0;1;51;1;0;34300;D1;Informal;0;0;1;10000;11;12;HSBC
3735;0;1;49;1;1;213000;C1;Empleado;0;0;1;95000;11;12;American Express
3736;1;1;50;1;0;37700;C2;Informal;0;0;0;0;0;0;0
3737;0;1;51;1;0;329900;B;Autonomo;0;0;1;22000;10;12;Naranja
3738;1;1;50;1;0;63600;C3;Empleado;0;0;1;75000;10;12;Naranja
3739;1;1;51;1;0;213000;C1;Empleado;0;0;1;10000;10;12;Naranja
3740;1;1;51;1;0;108100;C2;Autonomo;0;0;0;0;0;0;0
3741;1;1;50;1;0;73500;C2;Empleado;0;0;0;0;0;5;0
3742;1;1;51;1;0;89100;C2;Empleado;0;0;1;18000;10;12;Naranja
3743;1;1;51;1;0;213000;C1;Autonomo;0;0;1;14000;7;12;Bco Macro
3744;0;1;50;1;0;108100;C2;Autonomo;0;0;0;0;0;0;0
3745;1;1;51;1;1;151700;C1;Monotributo G;0;0;0;0;0;0;0
3746;0;1;50;1;0;63600;C3;Empleado;0;0;0;0;0;0;0
3747;0;1;51;1;0;108100;C2;Autonomo;0;0;0;0;0;0;0
3748;0;1;51;1;0;34300;D1;Informal;0;0;1;34000;10;12;Naranja
3749;0;1;51;1;0;144500;C1;Empleado;0;0;0;0;0;0;0
3750;0;1;51;1;0;329900;B;Empleado;0;0;1;271000;11;12;Bco Macro
3752;0;1;51;1;0;213000;C1;Autonomo;0;0;1;11000;11;12;Retail
3753;1;1;51;1;0;108100;C2;Empleado;0;0;1;2000;11;12;Bco Nacion
3754;1;1;50;1;0;213000;C1;Autonomo;0;0;1;36000;11;12;Bco Nacion
3755;1;1;51;1;0;103000;C2;Monotributo D;0;0;1;22000;11;12;Mutual
3756;0;1;51;1;0;34300;D1;Empleado;0;0;0;0;0;1;0
3757;1;1;51;1;0;213000;C1;Autonomo;0;0;1;40000;11;12;Bco Comafi
3758;1;1;51;1;0;63600;C3;Empleado;0;0;0;0;0;0;0
3759;0;1;51;1;1;34300;D1;Informal;0;0;1;75000;10;12;Naranja
3760;0;1;50;1;0;52500;C3;Empleado;0;0;0;0;0;3;0
3761;0;1;51;1;0;108100;C2;Empleado;0;0;1;1000;9;7;Bco Nacion
3762;0;1;51;1;0;63600;C3;Empleado;0;0;1;52000;11;12;Bco Santander Rio
3763;0;1;50;1;0;34300;D1;Empleado;0;0;0;0;10;10;0
3764;1;1;50;1;0;213000;C2;Monotributo H;0;0;0;0;0;0;0
3765;1;1;51;1;0;108100;C2;Empleado;0;0;1;232000;11;12;Bco Macro
3766;1;1;50;1;0;89100;C2;Autonomo;0;0;1;107000;11;12;Mutual
3767;0;1;51;1;0;108100;C2;Autonomo;0;0;0;0;0;0;0
3768;1;1;50;1;0;108100;C2;Autonomo;0;0;0;0;0;0;0
3769;0;1;50;1;0;108100;C2;Autonomo;0;0;0;0;3;12;0
3770;1;1;51;1;0;213000;C1;Autonomo;0;0;0;0;10;12;0
3771;1;1;51;1;0;50000;C3;Monotributo C;0;0;0;0;0;0;0
3772;1;1;51;1;0;103000;C2;Monotributo D;0;0;1;253000;11;12;BBVA SA
3773;0;1;51;1;0;89100;C2;Autonomo;0;0;1;4000;11;12;Bco Santander Rio
3774;0;1;51;1;0;52500;C3;Empleado;0;0;1;33000;10;12;Naranja
3775;0;1;50;1;0;213000;C1;Empleado;0;0;1;33000;11;12;ICBC
3776;1;1;51;1;0;89100;C2;Autonomo;0;0;0;0;0;0;0
3777;0;1;51;1;0;63600;C3;Empleado;0;0;1;9000;10;12;Naranja
3778;1;1;51;1;0;137700;C1;Monotributo E;0;0;1;43000;10;12;Naranja
3779;0;1;51;1;1;89100;C2;Empleado;0;0;0;0;0;0;0
3780;0;1;50;1;0;108100;C1;Informal;0;0;0;0;0;0;0
3781;1;1;51;1;0;66700;C3;Monotributo C;0;0;1;4000;9;12;Naranja
3782;0;1;50;1;0;34300;D1;Empleado;0;0;0;0;0;0;0
3783;1;1;51;1;0;34300;D1;Empleado;0;0;0;0;0;0;0
3784;0;1;50;1;0;63600;C3;Empleado;0;0;0;0;9;11;0
3785;0;1;51;1;0;89100;C2;Empleado;0;0;0;0;10;12;0
3786;0;1;51;1;1;108100;C2;Empleado;0;0;1;112000;10;12;Naranja
3787;0;1;51;1;0;73500;C2;Empleado;0;0;0;0;0;0;0
3788;0;1;51;1;0;511100;A;Autonomo;0;0;1;1263276;11;12;Bco Galicia
3789;1;1;51;1;0;89100;C2;Empleado;0;0;1;79000;11;9;Bco Credicoop
3790;1;1;50;1;0;52500;C3;Empleado;0;0;0;0;0;0;0
3791;1;1;48;1;1;73500;C2;Informal;0;0;1;23000;10;12;Naranja
3792;0;1;47;1;0;144500;C1;Informal;0;0;1;8000;10;6;Naranja
3794;0;1;49;1;0;63600;C3;Empleado;0;0;0;0;0;0;0
3796;0;1;50;1;0;213000;C1;Empleado;0;0;1;67000;11;12;BBVA SA
3797;1;1;50;1;0;108100;C2;Empleado;0;0;1;102000;10;12;Naranja
3798;0;1;51;1;0;108100;C2;Autonomo;0;0;1;48000;11;12;Bco Macro
3799;0;1;51;1;0;63600;C3;Empleado;0;0;0;0;0;0;0
3800;1;1;51;1;0;63600;C3;Empleado;0;0;0;0;0;0;0
3801;0;1;50;1;0;213000;C1;Empleado;0;0;1;36000;11;12;Bco Macro
3802;0;1;50;1;0;144500;C1;Empleado;0;0;1;116000;11;12;Bco Patagonia
3803;0;1;50;1;1;37700;C3;Informal;0;0;0;0;0;0;0
3804;1;1;51;1;0;137700;C2;Monotributo E;0;0;1;6000;3;11;Naranja
3805;1;1;50;1;0;108100;C2;Empleado;0;0;1;28000;11;12;BBVA SA
3806;0;1;50;1;0;37700;C2;Informal;0;0;0;0;3;12;0
3807;0;1;50;1;1;213000;C1;Empleado;0;0;1;19000;8;12;Naranja
3808;0;1;50;1;0;89100;C2;Autonomo;0;0;0;0;0;0;0
3809;1;1;51;1;0;63600;C3;Empleado;0;0;0;0;0;0;0
3810;0;1;49;1;0;213000;C1;Autonomo;0;0;0;0;10;12;0
3811;0;1;50;1;0;108100;C2;Autonomo;0;0;1;24000;10;12;Naranja
3812;0;1;50;1;1;52500;C3;Empleado;0;0;0;0;0;0;0
3813;0;1;50;1;0;63600;C3;Empleado;0;0;1;4000;4;0;Naranja
3814;1;1;50;1;0;25900;C2;Monotributo A;0;0;0;0;0;0;0
3815;1;1;50;1;0;103000;C1;Monotributo D;0;0;1;5000;9;12;Naranja
3816;0;1;51;1;0;213000;C1;Empleado;0;0;1;4000;11;12;Bco Nacion
3817;1;1;50;1;0;151700;B;Monotributo G;0;0;0;0;0;0;0
3818;0;1;50;1;0;213000;C1;Autonomo;0;0;1;1000;11;12;Bco Santander Rio
3819;0;1;50;1;0;108100;C2;Empleado;0;0;0;0;0;7;0
3820;0;1;50;1;0;89100;C2;Autonomo;0;0;0;0;0;0;0
3822;1;1;50;1;0;137700;C2;Monotributo E;0;0;1;144000;11;4;Bco Macro
3823;1;1;50;1;0;144500;C1;Empleado;0;0;1;8000;11;12;Bco Santander Rio
3825;0;1;50;1;0;34300;D1;Informal;0;0;1;9000;11;12;Bco Nacion
3826;1;1;50;1;0;37700;C3;Monotributo B;0;0;0;0;0;0;0
3827;0;1;50;1;0;108100;C2;Autonomo;0;0;0;0;10;12;0
3828;0;1;50;1;0;63600;C3;Empleado;0;0;0;0;0;0;0
3829;0;1;50;1;0;89100;C2;Empleado;0;0;1;80000;11;12;Bco Macro
3830;0;1;50;1;0;213000;C1;Empleado;0;0;1;9000;11;12;Bco Santander Rio
3831;0;1;50;1;0;108100;C2;Empleado;0;0;1;73000;11;12;Bco Patagonia
3832;0;1;50;1;0;108100;C2;Autonomo;0;0;1;69000;11;12;BBVA SA
3833;0;1;50;1;1;108100;C1;Empleado;0;0;0;0;10;12;0
3834;1;1;50;1;1;285100;C2;Monotributo H;0;0;1;8000;11;12;Retail
3835;0;1;50;1;1;89100;C2;Empleado;0;0;1;129578;11;5;Bco Galicia
3836;0;1;50;1;1;329900;B;Autonomo;0;0;1;275000;11;12;Bco Santander Rio
3838;0;1;50;1;0;213000;C1;Empleado;0;0;1;6000;11;12;ICBC
3839;0;1;50;1;0;108100;C2;Empleado;0;0;0;0;0;0;0
3840;0;1;50;1;1;89100;C2;Empleado;0;0;1;187000;11;12;Bco Macro
3841;1;1;50;1;0;50000;C3;Monotributo C;0;0;0;0;0;0;0
3842;1;1;50;1;0;37700;C3;Monotributo B;0;0;0;0;0;0;0
3843;1;1;50;1;0;34300;D1;Informal;0;0;1;10000;10;12;Naranja
3845;0;1;50;1;0;52500;C3;Informal;0;0;1;119000;11;12;BBVA SA
3846;0;1;50;1;0;73500;C2;Informal;0;0;1;11000;10;12;Naranja
3847;1;1;50;1;0;34300;C2;Monotributo A;0;0;1;10000;2;0;Naranja
3848;0;1;49;1;0;63600;C3;Empleado;0;0;1;24000;11;12;Bco Macro
3850;0;1;50;1;0;108100;C2;Empleado;0;0;0;0;0;0;0
3851;0;1;49;1;1;108100;C2;Empleado;0;0;1;34000;11;12;Bco Macro
3852;1;1;50;1;0;37700;C2;Monotributo B;0;0;0;0;0;0;0
3853;1;1;50;1;0;329900;B;Empleado;0;0;0;0;0;0;0
3854;1;1;50;1;0;63600;C3;Empleado;0;0;0;0;0;0;0
3855;0;1;50;1;0;213000;C1;Autonomo;0;0;1;3000;11;12;Financiera
3856;0;1;50;1;1;63600;C3;Empleado;0;1;1;161000;11;12;Bco Santander Rio
3857;0;1;50;1;0;213000;C1;Autonomo;0;0;1;548000;11;12;Bco Santander Rio
3858;0;1;50;1;0;144500;C1;Empleado;0;0;0;0;0;12;0
3859;1;1;50;1;1;77100;C2;Monotributo D;0;0;0;0;0;0;0
3860;0;1;50;1;1;73500;C2;Empleado;0;0;1;139000;10;12;Naranja
3861;1;1;50;1;0;213000;C1;Autonomo;0;0;1;288000;11;7;ICBC
3862;0;1;50;1;0;213000;C1;Empleado;0;0;1;24000;11;12;Bco Nacion
3863;0;1;50;1;0;108100;C2;Empleado;0;0;0;0;8;12;0
3864;1;1;50;1;0;50000;C2;Monotributo B;0;0;1;3000;9;8;Naranja
3865;0;1;50;1;1;213000;C1;Empleado;0;0;1;71000;11;12;BBVA SA
3868;1;1;50;1;0;37700;C3;Monotributo B;0;0;0;0;0;0;0
3869;0;1;50;1;0;63600;C3;Empleado;0;0;1;75000;11;12;BBVA SA
3870;0;1;49;1;0;89100;C2;Empleado;0;0;0;0;0;0;0
3871;1;1;50;1;0;34300;D1;Empleado;0;0;0;0;0;0;0
3872;0;1;50;1;0;213000;C1;Autonomo;0;0;0;0;1;0;0
3873;1;1;50;1;0;108100;C2;Autonomo;0;0;0;0;0;11;0
3874;0;1;50;1;0;213000;C1;Empleado;0;0;1;85000;11;12;Bco Santander Rio
3875;1;1;50;1;0;285100;C1;Monotributo H;0;0;1;39000;10;12;Naranja
3876;0;1;50;1;0;213000;C1;Autonomo;0;0;0;0;0;0;0
3877;1;1;50;1;0;213000;C1;Autonomo;0;0;1;146000;11;12;Bco Hipotecario
3878;0;1;50;1;0;73500;C2;Empleado;0;0;0;0;7;3;0
3879;0;1;49;1;0;34300;D1;Informal;0;0;0;0;0;8;0
3880;1;1;50;1;0;125000;C1;Monotributo F;0;0;0;0;0;0;0
3881;1;1;50;1;0;37700;C3;Monotributo B;0;0;0;0;0;0;0
3882;0;1;50;1;0;511100;A;Autonomo;0;0;1;92000;10;12;Bco Macro
3883;0;1;50;1;0;108100;C2;Autonomo;0;0;0;0;0;0;0
3884;1;1;50;1;1;25900;C2;Monotributo A;0;0;0;0;0;0;0
3886;1;1;50;1;0;50000;C3;Monotributo B;0;0;0;0;5;12;0
3887;0;1;50;1;0;329900;B;Autonomo;0;0;1;58000;11;12;Bco Macro
3888;0;1;49;1;0;108100;C2;Autonomo;0;0;1;125000;10;12;Financiera
3889;1;1;50;1;0;37700;C2;Monotributo B;0;0;0;0;0;0;0
3890;0;1;50;1;0;108100;C2;Autonomo;0;0;0;0;0;0;0
3891;1;1;50;1;0;213000;C1;Autonomo;0;0;1;53000;11;12;Bco Macro
3892;1;1;50;1;0;73500;C2;Empleado;0;0;0;0;4;7;0
3893;1;1;50;1;0;213000;C1;Empleado;0;0;1;228000;11;12;Bco Macro
3894;1;1;50;1;0;37700;C3;Monotributo B;0;0;0;0;0;0;0
3895;1;1;50;1;0;63600;C3;Empleado;0;0;1;3000;10;12;Naranja
3896;1;1;50;1;0;50000;C2;Monotributo C;0;0;0;0;0;0;0
3897;1;1;50;1;0;63600;C3;Empleado;0;0;0;0;0;0;0
3898;1;1;50;1;0;202900;B;Monotributo G;0;0;1;10000;10;12;Naranja
3899;1;1;50;1;0;50000;C3;Monotributo B;0;0;1;4000;9;11;Financiera
3901;1;1;50;1;0;108100;C2;Autonomo;0;0;0;0;0;0;0
3902;1;1;50;1;0;108100;C2;Autonomo;0;0;1;119000;9;0;Bco Macro
3903;1;1;50;1;0;73500;C2;Empleado;0;0;0;0;0;9;0
3905;0;1;50;1;0;381700;A;Autonomo;0;0;0;0;0;0;0
3907;1;1;50;1;0;108100;C2;Autonomo;0;0;0;0;0;0;0
3908;0;1;50;1;0;89100;C2;Empleado;0;0;0;0;0;0;0
3909;0;1;50;1;1;63600;C3;Empleado;0;0;0;0;0;0;0
3910;0;1;50;1;0;89100;C2;Empleado;0;0;1;19000;9;12;Naranja
3911;1;1;50;1;1;103000;C2;Monotributo D;0;0;1;213000;10;12;Naranja
3912;1;1;50;1;0;34300;D1;Informal;0;0;1;80000;11;12;BBVA SA
3913;0;1;50;1;0;144500;C1;Empleado;0;0;1;158000;11;12;Bco Santander Rio
3914;1;1;50;1;0;34300;D1;Informal;0;0;1;43000;10;12;Naranja
3915;1;1;50;1;0;66700;C2;Monotributo C;0;0;1;120000;11;12;Bco Macro
3916;0;1;50;1;0;213000;C1;Empleado;0;0;0;0;0;0;0
3917;1;1;50;1;1;108100;C2;Empleado;0;0;1;20000;11;12;Bco Macro
3918;0;1;50;1;1;213000;C1;Empleado;0;0;1;40000;11;12;Bco Santander Rio
3919;0;1;50;1;1;213000;C1;Empleado;0;0;1;249000;11;12;Bco Macro
3920;1;1;50;1;0;108100;C2;Autonomo;0;0;0;0;0;0;0
3921;0;1;50;1;0;73500;C2;Empleado;0;0;0;0;6;12;0
3922;1;1;50;1;0;50000;C2;Monotributo B;0;0;1;43000;8;0;Bco Macro
3923;0;1;50;1;0;213000;C1;Empleado;0;0;1;23000;11;10;Bco Santander Rio
3924;1;1;50;1;0;103000;C1;Monotributo E;0;0;0;0;0;0;0
3925;0;1;48;1;0;108100;C2;Autonomo;0;0;0;0;0;5;0
3927;1;1;50;1;0;285100;C1;Monotributo H;0;0;0;0;2;0;0
3928;1;1;50;1;0;37700;C3;Monotributo B;0;0;0;0;0;0;0
3929;0;1;50;1;0;63600;C3;Empleado;0;0;1;33000;1;5;Financiera
3930;0;1;49;1;0;108100;C2;Autonomo;0;0;0;0;0;0;0
3931;0;1;50;1;0;108100;C2;Empleado;0;0;0;0;0;0;0
3932;0;1;49;1;0;108100;C2;Empleado;0;0;0;0;0;0;0
3933;1;1;50;1;0;52500;C3;Empleado;0;0;1;1000;6;11;Bco Industrial
3934;1;1;50;1;0;144500;C1;Empleado;0;0;1;39000;10;12;Naranja
3935;0;1;50;1;0;108100;C2;Empleado;0;0;0;0;0;0;0
3936;1;1;50;1;0;73500;C2;Empleado;0;0;1;5000;9;11;Naranja
3937;0;1;50;1;0;37700;C3;Informal;0;0;0;0;0;0;0
3938;1;1;50;1;0;108100;C2;Autonomo;0;0;1;91000;11;11;Bco Macro
3939;1;1;50;1;0;103000;C2;Monotributo E;0;0;0;0;0;0;0
3940;1;1;50;1;0;66700;C2;Monotributo C;0;0;1;14000;9;0;Naranja
3941;1;1;48;1;0;89100;C2;Autonomo;0;0;0;0;6;1;0
3942;1;1;47;1;0;77100;C2;Monotributo D;0;0;0;0;0;0;0
3943;1;1;48;1;0;63600;C3;Empleado;0;0;0;0;0;0;0
3944;0;1;50;1;0;108100;C2;Empleado;0;0;1;1000;10;11;Bco Nacion
3945;1;1;50;1;0;511100;A;Autonomo;0;0;1;204000;11;12;Bco Supervielle
3946;1;1;48;1;0;34300;D1;Empleado;0;0;0;0;0;0;0
3947;0;1;50;1;0;63600;C3;Empleado;0;0;0;0;0;0;0
3948;1;1;49;1;0;63600;C3;Empleado;0;0;0;0;0;2;0
3949;0;1;48;1;0;63600;C3;Empleado;0;0;0;0;0;0;0
3950;0;1;50;1;0;73500;C2;Empleado;0;0;1;2000;7;2;Bco Patagonia
3951;0;1;50;1;0;63600;C3;Empleado;0;0;0;0;0;0;0
3952;0;1;49;1;0;108100;C2;Empleado;0;0;1;62000;11;12;Bco Macro
3953;1;1;50;1;0;108100;C2;Autonomo;0;0;1;143000;11;12;ICBC
3954;0;1;50;1;0;73500;C2;Autonomo;0;0;0;0;1;0;0
3955;0;1;49;1;0;63600;C3;Empleado;0;0;1;3000;1;9;Naranja
3956;0;1;50;1;1;34300;D1;Informal;0;0;1;21000;10;12;Naranja
3957;0;1;50;1;0;108100;C2;Empleado;0;0;1;65000;10;12;Naranja
3958;0;1;50;1;1;213000;C1;Empleado;0;0;1;78193;11;12;Bco Galicia
3959;0;1;50;1;0;213000;C1;Autonomo;0;0;1;349116;11;12;Bco Galicia
3960;0;1;50;1;0;52500;C3;Empleado;0;0;1;18000;6;0;ICBC
3961;1;1;50;1;0;108100;C2;Empleado;0;0;1;40000;10;12;Naranja
3962;1;1;50;1;0;89100;C2;Empleado;0;0;0;0;0;0;0
3963;0;1;50;1;0;63600;C3;Empleado;0;0;0;0;0;0;0
3964;0;1;50;1;1;108100;C2;Empleado;0;0;0;0;0;2;0
3965;0;1;50;1;0;108100;C2;Autonomo;0;0;0;0;0;0;0
3966;1;1;50;1;0;34300;C2;Monotributo A;0;0;1;55000;11;7;Bco Galicia
3967;1;1;50;1;0;34300;D1;Informal;0;0;1;65000;10;12;Naranja
3968;0;1;49;1;0;108100;C2;Autonomo;0;0;1;2000;11;6;Bco Macro
3969;0;1;50;1;1;63600;C3;Empleado;0;0;1;16000;10;12;Naranja
3970;0;1;48;1;0;37700;C1;Informal;0;0;0;0;2;12;0
3971;1;1;50;1;0;63600;C3;Empleado;0;0;0;0;0;0;0
3972;0;1;50;1;0;213000;C1;Empleado;0;0;1;11288;10;11;Bco Galicia
3973;0;1;49;1;1;34300;D1;Empleado;0;0;0;0;0;0;0
3975;0;1;50;1;0;108100;C2;Autonomo;0;0;1;28000;10;12;Naranja
3976;0;1;50;1;0;73500;C2;Empleado;0;0;1;50000;10;12;Naranja
3977;1;1;48;1;0;151700;B;Monotributo G;0;0;0;0;0;0;0
3978;0;1;50;1;0;213000;C1;Empleado;0;0;1;41000;10;12;Naranja
3979;0;1;50;1;0;34300;D1;Empleado;0;0;1;8000;6;10;Retail
3980;0;1;50;1;0;213000;C1;Empleado;0;0;1;35000;11;11;Bco Macro
3981;0;1;50;1;0;144500;C1;Empleado;0;0;1;51000;11;12;Bco Santander Rio
3982;0;1;50;1;1;63600;C3;Empleado;0;0;0;0;0;0;0
3983;1;1;50;1;1;103000;C2;Monotributo E;0;0;0;0;0;0;0
3984;0;1;50;1;0;213000;C1;Autonomo;0;0;1;101000;11;12;Bco Macro
3985;0;1;50;1;0;108100;C2;Autonomo;0;0;0;0;0;0;0
3986;0;1;50;1;0;89100;C2;Autonomo;0;0;0;0;0;0;0
3987;0;1;50;1;1;329900;B;Autonomo;0;0;1;321051;11;12;Bco Galicia
3988;0;1;50;1;0;213000;C1;Empleado;0;0;1;40493;11;12;Bco Galicia
3989;1;1;50;1;0;63600;C3;Empleado;0;0;1;17000;11;12;BBVA SA
3990;0;1;50;1;1;52500;C3;Empleado;0;0;0;0;0;0;0
3991;0;1;50;1;0;73500;C2;Empleado;0;0;1;89000;10;12;Naranja
3992;1;1;50;1;0;89100;C2;Empleado;0;0;1;57000;10;12;Naranja
3993;0;1;49;1;0;108100;C2;Autonomo;0;0;0;0;0;4;0
3994;0;1;49;1;0;213000;C1;Empleado;0;0;1;197000;11;12;Bco Macro
3995;0;1;50;1;0;213000;C1;Empleado;0;0;0;0;0;12;0
3996;0;1;49;1;0;63600;C3;Empleado;0;0;0;0;0;0;0
3997;1;1;49;1;0;89100;C2;Autonomo;0;0;0;0;0;0;0
3998;0;1;49;1;0;511100;A;Autonomo;0;0;1;89000;11;12;Bco Macro
3999;1;1;50;1;0;213000;C1;Empleado;0;0;1;27000;11;12;Bco Ciudad Bs As
4000;0;1;50;1;0;108100;C2;Autonomo;0;1;1;3006;3;0;Bco Galicia
4001;0;1;50;1;0;34300;D1;Empleado;0;0;0;0;0;0;0
4002;1;1;50;1;0;213000;C1;Empleado;0;0;1;10000;11;12;Bco Macro
4003;0;1;49;1;0;213000;C1;Empleado;0;0;1;257851;11;12;Bco Galicia
4004;1;1;49;1;0;66700;C2;Monotributo C;0;0;1;98000;11;12;Bco Macro
4005;1;1;50;1;0;34300;D1;Empleado;0;0;0;0;0;0;0
4006;0;1;50;1;0;108100;C2;Autonomo;0;0;0;0;0;0;0
4007;1;1;49;1;0;77100;C2;Monotributo D;0;0;0;0;0;0;0
4008;0;1;49;1;1;144500;C1;Empleado;0;0;0;0;3;7;0
4010;0;1;50;1;0;213000;C1;Empleado;0;0;1;75000;11;12;Bco Nacion
4011;0;1;50;1;0;213000;C1;Empleado;0;0;1;367000;11;12;Bco Nacion
4012;0;1;50;1;0;89100;C2;Empleado;0;0;0;0;1;8;0
4013;1;1;50;1;0;213000;C1;Empleado;0;0;1;18000;10;12;Naranja
4014;1;1;50;1;0;108100;C2;Autonomo;0;0;0;0;0;0;0
4015;0;1;50;1;0;63600;C3;Empleado;0;0;1;2000;11;12;Bco Macro
4016;0;1;50;1;1;108100;C2;Empleado;0;0;1;128000;10;12;Naranja
4017;0;1;50;1;0;108100;C2;Autonomo;0;0;1;155365;11;12;Bco Galicia
4020;1;1;50;1;0;125000;C2;Monotributo F;0;0;0;0;0;0;0
4021;0;1;50;1;0;108100;C2;Autonomo;0;0;0;0;0;0;0
4022;1;1;49;1;0;89100;C2;Empleado;0;0;0;0;0;0;0
4023;1;1;50;1;0;108100;C2;Empleado;0;0;1;67000;11;12;Bco Macro
4024;1;1;49;1;0;63600;C3;Empleado;0;0;0;0;0;0;0
4025;0;1;49;1;1;34300;D1;Informal;0;0;1;19000;10;12;Naranja
4027;0;1;49;1;0;108100;C2;Autonomo;0;0;0;0;0;0;0
4028;1;1;49;1;0;167100;C1;Monotributo F;0;0;1;62000;10;12;Naranja
4032;1;1;48;1;0;108100;C2;Empleado;0;0;1;13000;10;12;Naranja
4033;0;1;50;1;0;108100;C2;Autonomo;0;0;1;183000;11;12;Bco Macro
4034;1;1;50;1;0;34300;D1;Informal;0;0;0;0;0;5;0
4035;0;1;49;1;0;213000;C1;Empleado;0;0;1;213124;11;12;Bco Galicia
4036;1;1;50;1;0;25900;C2;Monotributo A;0;0;0;0;0;0;0
4037;0;1;50;1;0;89100;C2;Autonomo;0;0;1;9000;10;12;Naranja
4038;1;1;49;1;0;37700;C2;Informal;0;0;1;7000;8;5;Naranja
4039;1;1;50;1;0;108100;C2;Empleado;0;0;0;0;0;0;0
4040;0;1;50;1;0;213000;C1;Empleado;0;0;1;93000;11;12;Bco Macro
4041;0;1;49;1;1;329900;B;Empleado;0;0;1;36000;11;12;BBVA SA
4042;0;1;49;1;0;108100;C2;Empleado;0;0;1;12000;9;1;Bco Santander Rio
4044;0;1;49;1;0;34300;D1;Empleado;0;0;0;0;0;0;0
4045;1;1;49;1;0;66700;C3;Monotributo C;0;0;1;35000;11;12;Bco Nacion
4046;0;1;49;1;0;108100;C2;Empleado;0;0;0;0;0;0;0
4047;0;1;49;1;0;108100;C2;Autonomo;0;0;1;161000;11;12;Bco Macro
4048;0;1;49;1;1;108100;C2;Empleado;0;0;0;0;0;1;0
4049;1;1;50;1;0;108100;C2;Empleado;0;0;1;62000;10;12;Naranja
4050;1;1;50;1;0;89100;C2;Autonomo;0;0;1;94000;6;8;BBVA SA
4052;0;1;50;1;1;108100;C1;Empleado;0;0;0;0;0;0;0
4053;0;1;50;1;1;213000;C1;Empleado;0;0;1;77000;11;12;Bco Santander Rio
4054;0;1;50;1;1;213000;C1;Empleado;0;0;0;0;0;4;0
4055;1;1;50;1;1;52500;C3;Empleado;0;0;0;0;0;0;0
