ID;Venta;Campana;Edad;Masculino;Capital;Oferta;NSE;Actividad;Empleador;Jubilado;Cant_bcos;Monto_Bcos;Banc_12m;Banc_13_24;Banco_1
1;0;1;77;1;0;511100;A;Autonomo;0;1;1;61000;8;4;Bco Nacion
2;1;1;78;1;0;77100;A;Monotributo D;1;1;0;0;0;0;0
3;0;1;76;1;0;63600;C3;Autonomo;0;1;1;36000;10;12;Naranja
4;0;1;81;1;1;34300;D1;Informal;0;0;1;89000;10;12;Naranja
8;0;1;72;1;0;108100;C2;Autonomo;0;1;0;0;0;2;0
9;1;1;72;1;0;50000;D1;Monotributo B;0;1;1;5000;11;5;Bco Macro
10;1;1;72;1;0;63600;C3;Empleado;0;1;1;83000;10;12;Naranja
11;1;1;72;1;0;285100;B;Monotributo H;0;0;1;35000;10;12;Naranja
14;0;1;72;1;0;213000;C1;Autonomo;0;0;1;26862;11;12;Bco Galicia
15;0;1;72;1;0;213000;C1;Empleado;0;0;1;101000;11;12;Bco Macro
16;1;1;70;0;1;89100;C2;Empleado;0;0;1;6000;11;12;Retail
17;0;1;72;1;1;213000;C1;Autonomo;0;0;1;127000;11;12;Bco Santander Rio
18;0;1;72;1;0;213000;C1;Autonomo;1;0;1;79216;11;12;Bco Galicia
19;0;1;72;1;0;63600;C3;Autonomo;1;1;1;2000;10;12;Naranja
20;0;1;72;1;0;213000;C1;Autonomo;0;1;1;30000;11;12;Bco Macro
21;0;1;75;1;0;511100;A;Empleado;0;0;1;21000;11;12;Bco Santander Rio
22;0;1;72;1;1;34300;D1;Informal;0;0;1;32000;10;12;Naranja
23;0;1;72;1;0;108100;C2;Autonomo;0;1;0;0;0;5;0
24;0;1;72;1;0;108100;C2;Autonomo;0;1;0;0;0;8;0
26;0;1;72;1;0;34300;D1;Informal;0;0;1;3000;10;12;Naranja
29;0;1;71;1;0;213000;C1;Empleado;0;0;1;16000;11;9;Bco Macro
31;1;1;73;1;1;108100;C2;Autonomo;1;1;0;0;10;11;0
33;0;1;80;1;0;108100;C2;Autonomo;0;1;0;0;0;3;0
34;0;1;76;1;0;108100;C2;Autonomo;0;1;0;0;0;6;0
35;0;1;74;1;0;213000;C1;Autonomo;0;1;1;19000;10;12;Naranja
36;0;1;76;1;0;34300;D1;Informal;0;0;1;2000;10;12;Naranja
37;0;1;73;1;0;34300;D1;Informal;0;0;1;35000;10;12;Naranja
38;0;1;75;1;1;213000;C1;Empleado;0;1;1;7000;10;12;Naranja
39;0;1;81;1;0;108100;C2;Autonomo;0;1;0;0;0;1;0
42;0;1;78;1;0;34300;D1;Informal;0;0;1;7000;10;4;Naranja
45;1;1;77;1;0;77100;C2;Monotributo D;0;1;0;0;0;0;0
47;1;1;81;1;0;213000;B;Monotributo H;0;1;0;0;0;0;0
48;1;1;81;1;0;108100;C2;Autonomo;0;1;0;0;0;0;0
49;1;1;81;1;0;34300;D1;Informal;0;0;1;33000;10;11;Naranja
50;1;1;80;1;0;213000;C1;Autonomo;0;1;0;0;0;0;0
52;1;1;79;1;0;103000;C3;Monotributo C;0;1;1;3000;11;12;Bco Macro
54;0;1;78;1;0;329900;B;Autonomo;0;1;1;168000;11;12;Bco Macro
56;0;1;78;1;1;108100;C2;Autonomo;0;1;1;7000;10;12;Naranja
57;1;1;78;1;0;63600;C3;Autonomo;0;1;0;0;0;1;0
59;1;1;77;1;0;167100;C1;Monotributo F;0;1;0;0;1;6;0
60;1;1;77;1;0;77100;C2;Monotributo D;0;0;0;0;0;0;0
61;1;1;77;1;0;50000;C3;Monotributo C;0;1;0;0;0;0;0
62;0;1;76;1;0;213000;C1;Autonomo;0;1;1;192000;11;12;Bco Macro
66;0;1;75;1;0;213000;C1;Autonomo;0;1;0;0;0;1;0
70;0;1;74;1;0;213000;C1;Autonomo;0;1;1;15000;11;12;Bco Macro
71;1;1;74;1;0;50000;C2;Monotributo B;0;1;0;0;10;12;0
74;1;1;73;1;0;108100;C2;Autonomo;0;0;0;0;10;12;0
75;1;1;73;1;0;103000;C2;Monotributo E;0;1;0;0;0;0;0
77;0;1;81;1;1;511100;A;Autonomo;0;1;1;22000;11;12;Bco Supervielle
78;0;1;81;1;1;63600;C3;Autonomo;1;1;1;4000;7;9;Naranja
82;0;1;80;1;0;34300;D1;Informal;0;0;1;8000;10;12;Naranja
87;0;1;79;1;0;511100;A;Autonomo;0;0;1;338000;11;12;Bco Macro
89;0;1;81;1;0;511100;A;Autonomo;1;1;1;29000;11;12;Bco Macro
90;0;1;78;1;1;511100;A;Autonomo;0;1;1;419000;11;12;Bco Macro
91;1;1;78;1;0;25900;C2;Monotributo A;0;1;0;0;0;0;0
93;0;1;77;1;0;108100;C2;Autonomo;0;1;1;64000;10;12;Naranja
95;1;1;75;1;0;66700;C3;Monotributo C;0;1;0;0;10;12;0
96;1;1;75;1;0;329900;B;Autonomo;0;1;1;175000;11;12;BBVA SA
97;1;1;74;1;0;77100;C2;Monotributo D;0;1;0;0;0;0;0
98;0;1;74;1;0;108100;C2;Autonomo;0;1;0;0;0;9;0
100;0;1;74;1;0;329900;B;Empleado;0;0;1;331000;11;12;Bco Macro
101;0;1;74;1;0;108100;C2;Autonomo;0;1;1;3000;10;12;Naranja
102;0;1;74;1;0;108100;C2;Autonomo;1;1;0;0;0;7;0
103;1;1;72;1;0;108100;C2;Autonomo;0;1;0;0;10;12;0
104;1;1;72;1;0;213000;B;Monotributo H;0;1;0;0;0;0;0
105;1;1;72;1;0;213000;C2;Monotributo H;0;1;0;0;0;0;0
106;1;1;73;1;0;50000;C2;Monotributo B;0;1;1;54000;11;12;Bco Macro
107;0;1;81;1;1;213000;C1;Empleado;0;0;1;1000;10;12;Bco Credicoop
109;0;1;79;1;0;108100;C2;Autonomo;0;1;0;0;0;7;0
112;0;1;79;1;0;34300;D1;Informal;0;0;1;52000;10;12;Naranja
114;0;1;77;1;0;108100;C2;Autonomo;0;1;0;0;0;5;0
115;1;1;77;1;0;108100;C2;Autonomo;0;1;0;0;1;6;0
116;0;1;75;1;0;213000;C1;Autonomo;1;1;0;0;0;8;0
117;1;1;75;1;0;151700;B;Monotributo G;0;1;0;0;0;0;0
118;1;1;76;1;0;50000;C2;Monotributo B;0;1;0;0;10;10;0
119;0;1;76;1;0;511100;A;Autonomo;0;1;1;24000;11;12;Bco Macro
120;0;1;76;1;0;511100;A;Autonomo;0;1;1;1019000;11;12;BBVA SA
121;1;1;75;1;0;167100;C1;Monotributo F;0;1;0;0;8;8;0
124;1;1;72;1;0;202900;C1;Monotributo G;0;1;1;12000;10;10;Naranja
125;0;1;73;1;0;213000;C1;Autonomo;0;0;1;64000;11;12;Bco Macro
126;0;1;77;1;0;108100;C2;Autonomo;0;0;0;0;0;3;0
127;1;1;76;1;0;108100;C2;Autonomo;0;1;0;0;0;4;0
128;1;1;77;1;0;213000;C1;Monotributo H;0;1;0;0;0;0;0
129;1;1;76;1;0;37700;C2;Monotributo B;0;1;0;0;0;0;0
131;0;1;76;1;0;213000;C1;Autonomo;0;1;1;254000;11;12;Bco Santander Rio
135;1;1;74;1;0;50000;C2;Monotributo B;0;1;0;0;4;12;0
136;0;1;74;1;0;108100;C2;Autonomo;0;1;0;0;0;3;0
140;1;1;74;1;0;37700;C3;Monotributo B;0;1;0;0;0;0;0
141;1;1;74;1;0;137700;C2;Monotributo E;0;1;1;1000;11;12;Bco Nacion
142;0;1;74;1;0;213000;C1;Autonomo;0;1;1;131000;11;12;ICBC
143;1;1;74;1;0;34300;C2;Monotributo A;0;1;0;0;10;9;0
144;0;1;73;1;0;108100;C2;Autonomo;0;1;1;5000;10;12;Naranja
145;1;1;73;1;0;89100;C2;Autonomo;0;1;0;0;6;0;0
146;1;1;73;1;0;167100;C1;Monotributo F;0;1;1;14000;10;12;Naranja
148;0;1;73;1;1;77100;C1;Informal;0;0;1;37000;11;12;Bco Macro
150;1;1;77;1;0;103000;C1;Monotributo E;0;0;0;0;0;0;0
157;0;1;79;1;1;213000;C1;Informal;0;0;1;7000;10;11;Naranja
159;1;1;73;1;0;108100;C2;Autonomo;1;1;0;0;10;10;0
161;0;1;72;1;0;34300;D1;Informal;0;0;1;11000;10;12;Naranja
163;1;1;71;1;0;137700;C2;Monotributo E;0;1;1;6000;11;12;Bco Santander Rio
164;0;1;71;1;0;108100;C2;Autonomo;0;1;1;38000;10;5;Naranja
166;0;1;71;1;1;329900;B;Autonomo;0;1;1;270000;11;12;BBVA SA
167;0;1;72;1;0;144500;C1;Informal;0;0;1;42000;11;12;Bco Macro
168;0;1;72;1;1;213000;C1;Autonomo;0;1;1;30000;11;12;Bco Macro
169;0;1;71;1;0;34300;D1;Informal;0;0;1;5000;10;12;Naranja
170;0;1;71;1;0;108100;C2;Autonomo;0;1;0;0;0;7;0
172;1;1;72;1;0;34300;D1;Informal;0;0;1;18000;11;12;Bco Sgo del Estero
173;0;1;72;1;1;34300;D1;Informal;0;0;1;12000;10;12;Naranja
174;1;1;71;1;1;66700;C2;Monotributo C;0;1;0;0;8;12;0
175;0;1;76;1;0;34300;D1;Informal;0;0;0;0;0;3;0
178;0;1;71;1;0;108100;C2;Autonomo;0;0;1;11000;8;12;Naranja
179;0;1;71;1;0;34300;D1;Informal;0;0;1;3000;10;12;Naranja
181;1;1;71;1;1;34300;C2;Monotributo A;0;1;1;19000;11;12;Bco Patagonia
182;0;1;71;1;0;108100;C2;Autonomo;0;1;0;0;0;8;0
184;1;1;72;1;1;137700;C2;Monotributo E;0;1;1;5000;10;12;Naranja
185;0;1;73;1;1;144500;C1;Empleado;0;0;1;146000;10;12;Naranja
186;0;1;71;1;0;108100;C2;Autonomo;0;1;1;26000;10;12;Naranja
187;1;1;71;1;0;108100;C2;Autonomo;0;1;1;38000;5;12;Naranja
194;1;1;74;1;0;89100;C2;Autonomo;0;1;1;188000;8;0;Financiera
195;0;1;72;1;0;34300;D1;Informal;0;0;1;7000;10;12;Naranja
197;0;1;79;1;1;213000;C1;Autonomo;0;1;1;70000;11;12;Bco Macro
198;0;1;78;1;1;213000;C1;Autonomo;0;1;1;122000;11;12;Bco Supervielle
199;1;1;78;1;1;77100;C2;Monotributo D;0;1;0;0;0;0;0
200;0;1;78;1;1;34300;D1;Informal;0;0;1;30000;9;12;Naranja
202;0;1;78;1;1;108100;C2;Autonomo;0;1;0;0;0;1;0
204;0;1;78;1;1;213000;C1;Autonomo;1;1;1;96000;11;12;BBVA SA
213;0;1;76;1;0;213000;C1;Autonomo;0;0;1;271000;11;12;HSBC
214;0;1;76;1;1;34300;D1;Autonomo;0;0;1;23000;10;12;Naranja
215;0;1;75;1;1;213000;C1;Autonomo;0;1;1;40000;11;12;Bco Credicoop
218;0;1;75;1;0;213000;C1;Empleado;0;0;1;57000;11;12;Bco Santander Rio
222;0;1;75;1;1;34300;D1;Informal;0;0;1;18000;9;12;Naranja
223;0;1;75;1;1;213000;C1;Autonomo;0;1;1;336000;11;12;Bco Macro
224;0;1;74;1;1;329900;B;Autonomo;0;1;1;45000;11;12;Bco Santander Rio
225;0;1;74;1;1;34300;D1;Informal;0;0;1;43000;10;12;Naranja
226;1;1;74;1;1;103000;C2;Monotributo D;0;1;1;41734;11;12;Bco Galicia
229;1;1;73;1;1;34300;C2;Monotributo A;0;0;0;0;10;10;0
230;0;1;73;1;1;213000;C1;Informal;0;0;1;118000;11;12;Bco Macro
232;0;1;73;1;1;329900;B;Autonomo;0;1;1;73000;11;12;BBVA SA
233;0;1;73;1;1;213000;C1;Autonomo;0;1;1;159000;11;12;Bco Macro
234;0;1;71;1;0;34300;D1;Informal;0;0;1;38000;10;12;Naranja
235;0;1;71;1;0;108100;C2;Autonomo;0;1;0;0;0;3;0
237;1;1;71;1;1;137700;C1;Monotributo E;1;1;1;68000;10;12;Naranja
240;0;1;71;1;0;108100;C2;Autonomo;0;1;0;0;0;3;0
241;0;1;71;1;1;108100;C2;Autonomo;0;1;0;0;0;11;0
243;0;1;71;1;0;34300;D1;Informal;0;0;1;69000;10;12;Naranja
246;0;1;71;1;1;213000;C1;Informal;0;0;1;29000;10;12;Naranja
251;0;1;71;1;0;34300;D1;Informal;0;0;1;16000;10;12;Naranja
253;0;1;71;1;1;34300;D1;Informal;0;0;1;31000;10;10;Naranja
256;1;1;71;1;1;202900;B;Monotributo G;0;0;1;24000;10;12;Naranja
257;0;1;70;1;0;37700;C2;Informal;0;0;1;4000;5;8;Naranja
258;1;1;71;1;1;25900;D1;Monotributo A;0;1;0;0;0;0;0
260;0;1;70;1;0;108100;C2;Autonomo;1;1;1;9000;10;11;Naranja
261;0;1;70;1;0;34300;D1;Informal;0;0;1;73000;10;12;Naranja
263;1;1;70;1;1;108100;C2;Autonomo;0;1;0;0;0;0;0
264;1;1;67;1;1;103000;C2;Monotributo D;0;1;1;3000;11;12;Bco Santander Rio
267;0;1;70;1;0;511100;A;Autonomo;0;0;1;122000;11;12;Bco Santander Rio
268;0;1;70;1;0;213000;C1;Informal;0;0;1;42000;11;12;Bco Credicoop
269;0;1;70;1;1;34300;D1;Informal;0;0;0;0;0;12;0
272;1;1;70;1;0;37700;B;Monotributo B;0;1;0;0;0;0;0
273;0;1;69;1;0;213000;C1;Autonomo;1;1;1;2000;11;11;Bco Macro
275;1;1;70;1;0;108100;C2;Autonomo;0;1;1;103000;11;12;Bco Macro
278;0;1;70;1;1;34300;D1;Informal;0;0;1;27000;10;12;Naranja
280;0;1;70;1;0;108100;C2;Autonomo;0;1;0;0;0;3;0
286;1;1;70;1;1;66700;C3;Monotributo C;0;1;1;4000;11;3;Bco Hipotecario
287;1;1;70;1;1;66700;C3;Monotributo C;0;1;1;3000;11;9;Bco Comafi
288;0;1;70;1;0;34300;D1;Informal;0;0;1;50000;10;12;Naranja
290;1;1;70;1;0;34300;D1;Informal;0;0;1;77000;10;12;Naranja
291;1;1;70;1;1;108100;C2;Autonomo;0;1;0;0;0;0;0
292;1;1;70;1;0;66700;C2;Monotributo C;0;1;0;0;6;12;0
294;1;1;70;1;0;77100;C2;Monotributo D;0;1;0;0;0;0;0
296;0;1;70;1;0;511100;A;Autonomo;0;1;1;457000;11;12;Bco Santander Rio
298;0;1;69;1;0;213000;C1;Informal;0;0;1;85000;10;11;Naranja
299;0;1;73;1;0;329900;B;Autonomo;0;0;0;0;0;12;0
300;0;1;69;1;1;213000;C1;Autonomo;1;0;1;226778;11;12;Bco Galicia
301;0;1;70;1;1;329900;B;Autonomo;1;0;1;282000;11;12;Bco Santander Rio
303;1;1;69;1;0;63600;C3;Autonomo;1;1;1;3707;11;12;Bco Galicia
304;1;1;69;1;0;108100;C2;Autonomo;0;1;0;0;10;12;0
305;0;1;69;1;0;34300;D1;Informal;0;0;1;41000;10;12;Naranja
306;1;1;69;1;0;137700;C1;Monotributo E;0;1;0;0;7;12;0
307;0;1;69;1;1;213000;C1;Empleado;0;0;1;151000;11;12;HSBC
308;0;1;69;1;1;213000;C1;Autonomo;0;1;1;19000;10;12;Naranja
311;0;1;69;1;1;63600;C3;Empleado;0;0;1;32000;10;12;Naranja
315;1;1;69;1;0;213000;C1;Autonomo;0;1;1;75000;11;12;Bco Macro
316;1;1;68;1;0;213000;C1;Autonomo;0;1;1;7000;11;12;Bco Hipotecario
317;0;1;69;1;0;108100;C2;Autonomo;0;0;1;15000;10;12;Naranja
318;0;1;68;1;1;108100;C2;Empleado;0;0;1;71000;10;12;Naranja
321;0;1;68;1;0;34300;D1;Informal;0;0;1;23000;10;12;Naranja
324;0;1;69;1;1;34300;D1;Informal;0;0;1;22000;10;12;Naranja
329;1;1;68;1;0;34300;D1;Informal;0;0;1;23000;10;11;Naranja
330;0;1;68;1;0;34300;D1;Informal;0;0;1;15000;10;12;Naranja
331;1;1;68;1;0;34300;D1;Monotributo A;0;1;1;3000;11;12;Bco Credicoop
333;1;1;68;1;0;125000;C1;Monotributo F;0;0;0;0;0;0;0
334;1;1;68;1;0;34300;D1;Informal;0;0;1;15000;10;12;Naranja
335;1;1;68;1;1;103000;C2;Monotributo D;0;0;1;87000;10;12;Naranja
336;0;1;68;1;0;329900;B;Autonomo;0;0;1;278000;11;12;Bco Macro
338;1;1;68;1;1;37700;C2;Monotributo B;0;0;0;0;0;0;0
340;1;1;68;1;0;167100;C1;Monotributo F;0;0;0;0;7;9;0
341;1;1;68;1;0;213000;C1;Empleado;0;0;1;141000;11;12;Bco Macro
342;0;1;68;1;0;108100;C2;Autonomo;0;0;0;0;0;4;0
343;1;1;68;1;1;213000;C1;Autonomo;0;0;1;157111;11;12;Bco Galicia
346;0;1;69;1;0;511100;A;Autonomo;0;1;1;83000;11;12;BBVA SA
348;1;1;68;1;0;63600;C3;Empleado;0;0;1;22000;10;11;Naranja
350;0;1;68;1;1;329900;B;Autonomo;0;1;1;21000;11;12;Bco Santander Rio
352;0;1;67;1;0;108100;C2;Autonomo;0;1;1;30000;10;12;Naranja
353;1;1;68;1;1;34300;D1;Informal;0;0;1;68000;10;12;Naranja
354;1;1;68;1;0;108100;C2;Autonomo;0;1;0;0;0;0;0
356;1;1;68;1;0;103000;B;Monotributo E;0;0;0;0;0;0;0
357;1;1;68;1;1;329900;B;Autonomo;0;1;1;404000;11;12;HSBC
358;1;1;68;1;0;34300;C2;Monotributo A;0;0;0;0;1;9;0
359;0;1;68;1;1;108100;C2;Empleado;0;1;1;33000;10;12;Naranja
360;0;1;68;1;1;144500;C1;Empleado;0;0;1;132000;11;12;Bco Macro
362;0;1;68;1;0;108100;C2;Autonomo;0;1;1;67000;10;12;Naranja
363;0;1;67;1;0;213000;C1;Empleado;0;0;1;45000;11;12;Bco Santander Rio
364;1;1;61;1;1;37700;C2;Monotributo B;0;0;0;0;0;0;0
365;0;1;68;1;1;108100;C2;Autonomo;0;0;1;98000;10;12;Naranja
366;0;1;67;1;1;213000;C1;Empleado;0;0;1;64000;8;11;Bco Patagonia
367;1;1;67;1;0;50000;D1;Monotributo B;0;1;0;0;6;2;0
368;0;1;67;1;0;108100;C2;Autonomo;1;1;0;0;0;9;0
369;0;1;67;1;0;213000;C1;Autonomo;1;0;1;690000;11;12;Bco Nacion
370;1;1;67;1;0;511100;A;Autonomo;0;0;1;147000;11;12;Bco Macro
371;0;1;68;1;0;213000;C1;Empleado;0;0;1;3000;8;12;Naranja
373;0;1;66;1;0;213000;C1;Autonomo;0;0;1;97000;11;12;Bco Santander Rio
376;1;1;68;1;1;66700;D1;Monotributo C;0;1;1;3000;6;1;Bco Sgo del Estero
377;0;1;67;1;0;108100;C2;Autonomo;0;0;0;0;0;11;0
379;1;1;68;1;0;37700;D1;Monotributo B;0;1;0;0;0;0;0
381;0;1;68;1;1;213000;C1;Empleado;0;0;1;54000;11;12;Bco Macro
382;0;1;67;1;1;34300;D1;Informal;0;0;1;8000;10;12;Naranja
383;1;1;68;1;0;103000;C2;Monotributo D;0;0;1;6000;7;0;Naranja
386;0;1;67;1;0;108100;C2;Autonomo;0;1;0;0;0;3;0
387;0;1;67;1;0;329900;B;Autonomo;0;0;1;33000;11;12;Bco Macro
388;1;1;67;1;0;108100;C2;Autonomo;0;1;0;0;0;0;0
389;1;1;66;1;1;66700;C2;Monotributo C;0;1;1;26000;10;12;Naranja
390;1;1;66;1;0;285100;C1;Monotributo H;0;0;0;0;1;1;0
391;0;1;67;1;0;108100;C2;Empleado;0;0;0;0;0;7;0
392;0;1;67;1;0;213000;C1;Empleado;0;0;1;4000;10;12;Naranja
393;0;1;67;1;0;511100;A;Autonomo;0;0;1;1000;11;12;BBVA SA
394;0;1;67;1;0;213000;C1;Autonomo;0;0;1;150000;11;12;Bco Santander Rio
396;1;1;67;1;1;50000;D1;Monotributo B;0;1;1;17000;6;6;Naranja
397;1;1;67;1;1;137700;C2;Monotributo E;0;1;0;0;10;7;0
399;0;1;67;1;1;34300;D1;Informal;0;0;1;57000;10;12;Naranja
400;0;1;67;1;0;329900;B;Autonomo;1;1;1;43000;10;12;Naranja
401;0;1;66;1;0;34300;D1;Informal;0;0;1;17000;10;12;Naranja
402;1;1;67;1;0;34300;D1;Informal;0;0;1;21000;10;12;Naranja
403;1;1;67;1;0;202900;C1;Monotributo G;0;0;0;0;4;9;0
404;1;1;67;1;0;103000;C2;Monotributo D;0;0;0;0;9;9;0
406;1;1;66;1;0;50000;C2;Monotributo C;0;0;0;0;0;0;0
407;0;1;66;1;0;108100;C2;Autonomo;0;1;0;0;0;9;0
408;0;1;67;1;1;213000;C1;Empleado;0;0;1;57000;11;4;Bco Macro
409;1;1;67;1;0;108100;C2;Empleado;0;0;1;24000;6;9;Naranja
410;0;1;67;1;0;246400;B;Informal;0;0;0;0;0;8;0
411;0;1;67;1;0;213000;C1;Autonomo;0;1;1;48000;11;12;Bco Santander Rio
412;0;1;66;1;0;213000;C1;Autonomo;0;0;1;93000;11;12;Bco Macro
413;1;1;66;1;0;52500;C3;Informal;0;0;1;1000;6;3;Naranja
415;0;1;67;1;0;34300;D1;Informal;0;0;1;39000;10;12;Naranja
416;1;1;67;1;1;108100;C2;Empleado;0;0;1;17000;11;12;Bco Hipotecario
417;0;1;67;1;1;108100;C2;Empleado;0;0;1;3000;8;12;Naranja
420;1;1;66;1;0;213000;C1;Autonomo;0;0;1;109000;6;12;Naranja
421;0;1;67;1;0;511100;A;Autonomo;0;0;1;290000;11;12;Financiera
422;1;1;67;1;0;103000;C2;Monotributo D;0;0;1;43000;11;12;Bco Hipotecario
423;0;1;66;1;0;213000;C1;Autonomo;0;0;1;52000;11;11;Bco Macro
424;1;1;67;1;0;34300;C2;Monotributo A;0;0;1;13000;11;12;Bco Credicoop
425;1;1;67;1;0;420700;B;Monotributo H;0;0;1;189000;10;12;Naranja
426;0;1;65;1;0;213000;C1;Autonomo;1;0;1;4000;11;12;Bco Macro
427;0;1;66;1;0;213000;C1;Empleado;0;0;1;33000;10;12;Naranja
428;1;1;35;1;0;37700;C2;Informal;0;0;1;7000;6;0;Bco Santander Rio
429;0;1;67;1;0;213000;C1;Autonomo;0;0;1;16000;11;12;Bco Macro
430;1;1;67;1;1;108100;C2;Autonomo;1;0;0;0;0;0;0
432;1;1;66;1;0;108100;C2;Autonomo;0;1;1;3000;11;12;ICBC
433;0;1;67;1;0;34300;D1;Informal;0;0;1;72000;10;12;Naranja
435;1;1;66;1;1;77100;C2;Monotributo D;0;0;0;0;0;0;0
436;0;1;66;1;1;511100;A;Autonomo;0;0;1;378000;11;12;Bco Macro
437;0;1;67;1;1;213000;C1;Empleado;0;0;1;26000;11;12;Bco Macro
438;0;1;66;1;0;213000;C1;Empleado;0;0;0;0;0;8;0
439;1;1;66;1;1;213000;C1;Empleado;0;0;1;148000;11;12;Bco Macro
440;0;1;66;1;1;108100;C1;Autonomo;0;0;1;22000;5;6;Bco Macro
441;0;1;66;1;1;34300;D1;Informal;0;0;1;16000;10;12;Naranja
442;0;1;66;1;1;144500;C1;Informal;0;0;1;76000;10;12;Naranja
443;0;1;66;1;0;329900;B;Empleado;0;0;1;276000;11;12;Bco Macro
446;1;1;67;1;0;34300;D1;Empleado;0;0;0;0;0;0;0
447;0;1;66;1;0;89100;C2;Autonomo;0;0;0;0;0;4;0
448;0;1;66;1;0;108100;C2;Empleado;0;1;1;5000;10;8;Naranja
450;0;1;67;1;0;63600;C3;Empleado;0;0;0;0;0;3;0
451;0;1;66;1;0;329900;B;Autonomo;0;1;1;97000;11;12;ICBC
452;1;1;66;1;0;37700;C2;Monotributo B;0;0;0;0;0;0;0
453;0;1;64;1;0;108100;C2;Autonomo;0;1;1;45000;12;12;Financiera
454;1;1;67;1;0;213000;C1;Autonomo;0;1;1;32000;5;8;Bco Patagonia
455;0;1;66;1;0;329900;B;Autonomo;0;0;1;6548;11;12;Bco Galicia
456;1;1;65;1;0;89100;C2;Autonomo;0;0;0;0;1;6;0
458;1;1;66;1;0;37700;C2;Monotributo B;0;0;0;0;0;0;0
459;0;1;66;1;0;52500;C3;Informal;0;0;1;28000;10;12;Naranja
460;0;1;66;1;0;108100;C2;Autonomo;0;0;0;0;0;1;0
461;1;1;66;1;0;151700;C1;Monotributo G;0;0;0;0;0;0;0
462;1;1;66;1;0;103000;C2;Monotributo D;0;0;1;1000;10;12;Naranja
463;0;1;59;1;0;108100;C2;Autonomo;0;0;0;0;10;12;0
464;0;1;66;1;0;329900;B;Autonomo;0;0;1;180000;11;12;Bco Macro
466;0;1;65;1;0;213000;C1;Empleado;0;0;1;8000;9;12;Naranja
467;0;1;66;1;0;213000;C1;Autonomo;0;0;1;62996;11;12;Bco Galicia
468;0;1;65;1;0;34300;D1;Informal;0;0;1;72000;10;12;Naranja
469;1;1;66;1;0;125000;C1;Monotributo F;0;0;0;0;0;0;0
470;1;1;65;1;0;285100;C2;Monotributo H;0;0;1;130000;10;12;Naranja
471;0;1;65;1;0;108100;C2;Autonomo;1;0;1;1000;11;12;Bco Credicoop
473;1;1;66;1;1;103000;C2;Monotributo D;0;0;1;27000;10;12;Naranja
474;0;1;66;1;1;329900;B;Autonomo;0;1;1;318000;11;12;BBVA SA
475;1;1;63;1;0;108100;C2;Autonomo;0;0;1;29000;11;11;Financiera
476;1;1;66;1;0;50000;C2;Monotributo B;0;0;1;13000;9;7;Naranja
477;0;1;65;1;0;108100;C2;Autonomo;0;0;0;0;0;0;0
478;1;1;66;1;0;103000;C1;Monotributo E;0;0;0;0;0;0;0
479;0;1;66;1;0;511100;A;Autonomo;0;0;1;52874;4;0;Bco Galicia
480;0;1;66;1;0;108100;C2;Autonomo;0;0;1;11000;10;12;Naranja
481;0;1;65;1;0;511100;A;Empleado;0;0;1;522000;11;12;Bco Santander Rio
483;1;1;63;1;0;50000;C2;Monotributo B;0;0;1;8000;8;8;Naranja
484;0;1;66;1;0;213000;C1;Empleado;0;0;1;156000;11;12;Bco Nacion
485;0;1;66;1;0;213000;C1;Empleado;0;0;1;3000;9;12;Naranja
486;0;1;65;1;1;213000;C1;Empleado;0;0;1;50000;11;12;Bco Macro
487;0;1;66;1;1;329900;B;Autonomo;0;0;1;137000;11;12;Bco Macro
488;0;1;66;1;1;329900;B;Autonomo;0;0;1;26000;7;3;HSBC
489;0;1;66;1;1;213000;C1;Empleado;0;0;1;61585;11;12;Bco Galicia
490;0;1;66;1;1;213000;C1;Empleado;0;0;0;0;0;3;0
491;1;1;65;1;1;34300;D1;Empleado;0;0;0;0;0;0;0
492;0;1;65;1;1;213000;C1;Empleado;0;0;1;145000;11;12;Bco Santander Rio
493;0;1;66;1;0;34300;D1;Informal;0;0;1;29000;10;12;Naranja
496;1;1;66;1;0;103000;C3;Monotributo D;0;0;0;0;1;2;0
497;0;1;65;1;0;34300;D1;Informal;0;0;1;32000;9;11;Naranja
498;1;1;66;1;0;63600;C3;Empleado;0;0;1;32000;10;12;Naranja
499;0;1;66;1;0;213000;C1;Informal;0;0;1;24000;8;12;Bco Macro
500;1;1;66;1;0;50000;C2;Monotributo C;0;0;0;0;0;0;0
501;1;1;65;1;0;50000;C2;Monotributo B;0;0;1;96000;10;0;Bco Nacion
502;1;1;65;1;0;285100;C1;Monotributo H;0;0;1;24000;9;12;Naranja
503;1;1;65;1;0;77100;C1;Informal;0;0;1;162000;11;12;Bco Santander Rio
504;0;1;65;1;1;213000;C1;Autonomo;0;0;1;3665;11;12;Bco Galicia
505;1;1;66;1;0;34300;D1;Empleado;0;1;1;18000;10;12;Naranja
506;1;1;65;1;0;213000;C1;Autonomo;0;0;1;64156;11;12;Bco Galicia
507;1;1;65;1;0;285100;C1;Monotributo H;0;0;0;0;10;10;0
508;0;1;63;1;0;108100;C2;Autonomo;0;0;0;0;9;11;0
509;1;1;65;1;0;52500;C3;Informal;0;0;0;0;0;0;0
510;1;1;66;1;0;213000;C1;Autonomo;0;1;1;140000;11;12;Bco Santander Rio
